ADM_RATE,AGE_ENTRY,AVGFACSAL,CITY,CONTROL,COSTT4_A,ENDOWBEGIN,FEMALE,FIRST_GEN,GRAD_DEBT_MDN,HBCU,HSI,ICLEVEL,INSTNM,INSTURL,MD_EARN_WNE_P10,NANTI,OPEID,PCIP13,PCIP14,PCIP27,PCIP52,PCT_ASIAN,PCT_BLACK,PCT_HISPANIC,PCT_WHITE,PCTPELL,PFTFAC,PREDDEG,RELAFFIL,SAT_AVG,SCH_DEG,STABBR,UGDS,UGDS_MEN,UGDS_WOMEN,UGDS_2MOR,UGDS_AIAN,UGDS_ASIAN,UGDS_BLACK,UGDS_HISP,UGDS_NHPI,UGDS_NRA,UGDS_UNKN,UGDS_WHITE,LATITUDE,LONGITUDE,date
0.8846,20.33366435,10182,San Antonio,2,42657,200145026,0.5690168818,0.3872387239,25563,0,1,1,St. Mary's University,www.stmarytx.edu/,56763,0,00362300,0.0057,0.0952,0.0286,0.2533,1.76999998092651,5.69999980926513,54.4199981689453,72.6399993896484,0.4198,0.6205,3,30,NULL,3,TX,2083,0.4129,0.5871,0.0134,0.0034,0.024,0.0264,0.6649,0.001,0.0653,0.0619,0.1397,29.453244,-98.562778,2024-06-13
NULL,22.98873592,6108,Levelland,1,12190,25328322,0.5534000834,0.5399376349,10500,0,1,2,South Plains College,www.southplainscollege.edu/,39381,0,00361100,0.0234,0.0006,0.0006,0.1202,0.99000000953674,6.30000019073486,30.5900001525878,75.1900024414062,0.3685,0.4859,2,NULL,NULL,2,TX,6714,0.3968,0.6032,0,0.0125,0.0171,0.0773,0.5244,0.0019,0.0063,0.0007,0.3597,33.575904,-102.365075,2024-06-13
0.5313,20.534968211,13551,Dallas,2,76600,1614131000,0.5095367847,0.1568247822,19500,0,0,1,Southern Methodist University,https://www.smu.edu/,76672,0,00361300,0.0062,0.0759,0.065,0.2839,4.78999996185302,9.72999954223632,16.1700000762939,76.0800018310547,0.1113,0.6591,3,71,1448,3,TX,6894,0.5049,0.4951,0.0435,0.0025,0.0841,0.0482,0.1365,0.0004,0.044,0.0133,0.6275,32.843612,-96.783365,2024-06-13
NULL,22.228504122,5590,Uvalde,1,13511,2147829,0.5614448371,0.5658093797,6200,0,1,2,Southwest Texas Junior College,https://www.swtjc.edu/,34970,0,00361400,0,0.0036,0,0.0087,0.43999999761581,1.01999998092651,81.0999984741211,73.2900009155273,0.3318,0.7317,2,NULL,NULL,2,TX,2950,0.3739,0.6261,0.0031,0.0051,0.0034,0.0027,0.9112,0,0,0.0061,0.0685,29.219671,-99.741237,2024-06-13
0.8541,24.20173913,6171,Waxahachie,2,34300,9176788,0.4973913043,0.3815028902,24725,0,0,1,Southwestern Assemblies of God University,www.sagu.edu/,41771,0,00361600,0.0661,0,0.002,0.1723,1.92999994754791,10.5200004577636,17.2900009155273,76.6900024414062,0.538,0.5074,3,27,1013,3,TX,1469,0.4833,0.5167,0.0477,0.0395,0.0095,0.1375,0.2274,0.0048,0.0088,0.0034,0.5214,32.40443,-96.853492,2024-06-13
0.5104,20.139442231,8577,Georgetown,2,58972,289412311,0.5737051793,0.2033542977,25000,0,0,1,Southwestern University,https://www.southwestern.edu/,60338,0,00362000,0.0381,0,0.0159,0.1683,3.36999988555908,6.92999982833862,20.6399993896484,79.6500015258789,0.2483,0.7919,3,71,1267,3,TX,1500,0.464,0.536,0.0487,0.002,0.0413,0.0493,0.2633,0,0.0093,0.0047,0.5813,30.634341,-97.665738,2024-06-13
0.8313,21.432950949,7833,Nacogdoches,1,24550,103090368,0.6564477848,0.353515625,23409,0,0,1,Stephen F Austin State University,https://www.sfasu.edu/,48292,0,00362400,0,0.0083,0.0029,0.2143,2.44000005722045,15.0200004577636,15.0500001907348,73.4199981689453,0.3702,0.7011,3,NULL,1076,3,TX,9515,0.3644,0.6356,0.0452,0.0056,0.0112,0.1348,0.2084,0.0006,0.0065,0.0089,0.5787,31.621056,-94.64908,2024-06-13
0.6999,21.529538504,8635,San Marcos,1,25449,225519535,0.6008479288,0.3582704187,21000,0,1,1,Texas State University,https://www.txst.edu/,53885,0,00361500,0.0237,0.0184,0.0075,0.1704,2.65000009536743,7.19999980926513,28.6200008392334,76.0699996948242,0.3603,0.7547,3,NULL,1088,3,TX,33175,0.4037,0.5963,0.0385,0.0023,0.0259,0.096,0.415,0.0012,0.0048,0.0067,0.4097,29.888885,-97.943029,2024-06-13
0.5751,22.868159204,5914,Keene,2,33292,15356063,0.5696517413,0.3415977961,26998,0,1,1,Southwestern Adventist University,www.swau.edu/,46824,0,00361900,0.0534,0,0,0.1145,3.16000008583068,11.1599998474121,20.4899997711181,73.6100006103515,0.4577,0.9787,3,95,1031,3,TX,818,0.3949,0.6051,0.0477,0.0037,0.0733,0.121,0.434,0.0061,0.0281,0.0538,0.2323,32.397617,-97.32702,2024-06-13
1,23.242057489,7218,Alpine,1,23310,25542620,0.5453857791,0.4626998224,15900,0,1,1,Sul Ross State University,www.sulross.edu/,44892,0,00362500,0.0153,0,0.0127,0.1527,0.75999999046325,3.4300000667572,61.7299995422363,75.8199996948242,0.5562,0.5455,3,NULL,941,3,TX,1603,0.3918,0.6082,0.0256,0.0044,0.0037,0.048,0.6981,0.0006,0.0006,0.0106,0.2084,30.363139,-103.651469,2024-06-13
0.5681,23.948853016,7809,Stephenville,1,21849,66133261,0.6463891249,0.4210031937,19606,0,0,1,Tarleton State University,www.tarleton.edu/,49993,0,00363100,0,0.0148,0.0043,0.1906,1.42999994754791,8.4399995803833,15.1000003814697,80.4899978637695,0.3949,0.6337,3,NULL,1050,3,TX,11666,0.3632,0.6368,0.0381,0.0048,0.0091,0.0699,0.2257,0.0007,0.0058,0.005,0.6408,32.214988,-98.214866,2024-06-13
NULL,25.294767033,7598,Fort Worth,1,11591,NULL,0.6030629363,0.4920603414,9104,0,1,2,Tarrant County College District,www.tccd.edu/,41667,0,00362600,0.0149,0.0027,0,0.1365,3.61999988555908,13.7299995422363,18.6299991607666,70.9499969482422,0.2544,0.3731,2,NULL,NULL,2,TX,35075,0.3985,0.6015,0.0403,0.0027,0.0678,0.1686,0.3564,0.0016,0.006,0.0435,0.3131,32.747495,-97.327941,2024-06-13
NULL,25.829362299,5923,Temple,1,10402,7230988,0.6674842327,0.4645346453,12813,0,1,2,Temple College,www.templejc.edu/,38025,0,00362700,0.0177,0,0,0.1252,1.25999999046325,12.1599998474121,18.7199993133544,74.5800018310547,0.3154,1,2,NULL,NULL,2,TX,3038,0.3002,0.6998,0.0494,0.003,0.0168,0.1636,0.3285,0.0036,0,0.0418,0.3934,31.070715,-97.350471,2024-06-13
NULL,26.5,10551,San Antonio,1,NULL,662571771,0.7620817844,0.3713692946,15000,0,1,1,The University of Texas Health Science Center at San Antonio,www.uthscsa.edu/,75072,0,00365900,0,0,0,0,2.75,6.30999994277954,40.3400001525878,74.3600006103515,0.301,0.7394,3,NULL,NULL,3,TX,787,0.2897,0.7103,0.0305,0.0013,0.0864,0.047,0.5553,0.0013,0.0191,0.0114,0.2478,29.508107,-98.575655,2024-06-13
NULL,26.235177866,9155,Galveston,1,NULL,659180343,0.8241106719,0.3766233766,13396,0,0,1,The University of Texas Medical Branch at Galveston,https://www.utmb.edu/,85570,0,00495200,0,0,0,0,4.32000017166137,15.0200004577636,23.0900001525878,68.4100036621093,0.2401,0.9783,3,NULL,NULL,3,TX,672,0.1845,0.8155,0.0193,0,0.247,0.0863,0.2798,0.0045,0.0119,0.003,0.3482,29.310758,-94.775956,2024-06-13
NULL,25.850950119,5597,Texarkana,1,12368,11935105,0.6187648456,0.4739336493,10500,0,0,2,Texarkana College,https://www.texarkanacollege.edu/,33263,0,00362800,0.0285,0.0027,0.0014,0.0841,0.38999998569488,23.4200000762939,3.91000008583068,72.9199981689453,0.3454,0.6,2,NULL,NULL,2,TX,2672,0.3716,0.6284,0.0419,0.0049,0.0116,0.2347,0.0973,0.0004,0.0079,0.0097,0.5917,33.441868,-94.078,2024-06-13
0.9287,23.544512947,8010,Kingsville,1,22574,115845517,0.5565967941,0.4587833997,22934,0,1,1,Texas A & M University-Kingsville,https://www.tamuk.edu/,49528,0,00363900,0,0.2065,0.0025,0.0672,1.12999999523162,4.11999988555908,63.8600006103515,73.120002746582,0.4899,0.8196,3,NULL,1006,3,TX,4755,0.5005,0.4995,0.0118,0.0015,0.0074,0.0467,0.7424,0.0008,0.0374,0.0023,0.1497,27.525168,-97.882387,2024-06-13
0.6428,20.305687957,12956,College Station,1,31242,12734068157,0.5116777884,0.2995074728,17804,0,1,1,Texas A & M University-College Station,https://www.tamu.edu/,70877,0,00363200,0.0272,0.1627,0.0114,0.1593,3.14000010490417,8.90999984741211,21.9400005340576,77.1900024414062,0.204,0.8635,3,NULL,1275,3,TX,56006,0.5261,0.4739,0.0366,0.0021,0.1027,0.0225,0.2502,0.0004,0.011,0.0022,0.5724,30.618726,-96.336475,2024-06-13
0.927,27.551235839,10328,Arlington,1,24266,173354658,0.6641992791,0.4376915601,17527,0,1,1,The University of Texas at Arlington,https://www.uta.edu/,57994,0,00365600,0.0182,0.074,0.0055,0.145,3.75,14.5500001907348,19.2299995422363,70,0.3562,0.6031,3,NULL,1115,3,TX,32658,0.3819,0.6181,0.0396,0.0023,0.1333,0.1496,0.3339,0.001,0.0382,0.0238,0.2783,32.729718,-97.11296,2024-06-13
0.2875,20.172572245,14166,Austin,1,28571,4694067678,0.5606045134,0.2751759015,20500,0,1,1,The University of Texas at Austin,https://www.utexas.edu/,72713,0,00365800,0,0.1023,0.0302,0.1138,4.36999988555908,9.07999992370605,27.0699996948242,73.8399963378906,0.2381,0.8377,3,NULL,1371,3,TX,40506,0.4336,0.5664,0.0402,0.0009,0.2391,0.0447,0.2718,0.0006,0.0427,0.0097,0.3503,30.282825,-97.738273,2024-06-13
0.8721,22.721688401,13413,Richardson,1,28002,602745513,0.4620796156,0.313957935,18000,0,0,1,The University of Texas at Dallas,www.utdallas.edu/,64398,0,00974100,0,0.1387,0.0168,0.207,5.90000009536743,10.1999998092651,17.4500007629394,73.4199981689453,0.3186,0.7496,3,NULL,NULL,3,TX,21416,0.5657,0.4343,0.0403,0.0007,0.3961,0.0561,0.1795,0.0007,0.0388,0.0243,0.2636,32.984673,-96.749702,2024-06-13
0.9998,22.667898237,9192,El Paso,1,18962,278287474,0.5511453605,0.4063639794,18000,0,1,1,The University of Texas at El Paso,www.utep.edu/,47101,0,00366100,0,0.1305,0.0094,0.1659,1.12999999523162,3.45000004768371,75.3000030517578,73.370002746582,0.5768,0.6956,3,NULL,NULL,3,TX,20008,0.4404,0.5596,0.0079,0.0015,0.0063,0.0208,0.8721,0.0014,0.0377,0.0069,0.0453,31.77015,-106.504098,2024-06-13
0.9388,24.804545455,9176,Tyler,1,21156,152993615,0.599025974,0.3912268188,17137,0,0,1,The University of Texas at Tyler,https://www.uttyler.edu/,52674,0,01116300,0,0.1044,0.003,0.1544,1.20000004768371,13.8800001144409,9.9399995803833,78.3199996948242,0.3522,0.786,3,NULL,1136,3,TX,6752,0.3839,0.6161,0.0379,0.0044,0.049,0.1052,0.2476,0.0003,0.028,0.0058,0.5218,32.315772,-95.254337,2024-06-13
0.5361,20.947537473,12692,Fort Worth,2,71229,1584160000,0.6027837259,0.2040586246,21500,0,0,1,Texas Christian University,https://www.tcu.edu/,63517,0,00363600,0.046,0.0203,0.0086,0.2456,3.36999988555908,8.39999961853027,15.1899995803833,79.2300033569336,0.1366,0.9986,3,61,1291,3,TX,10215,0.3973,0.6027,0.0365,0.0023,0.0241,0.0461,0.1598,0.0014,0.0461,0.0159,0.6679,32.70961,-97.364758,2024-06-13
NULL,22.733111849,4877,Tyler,2,19400,6269159,0.3277962348,0.4511082138,31000,1,0,1,Texas College,www.texascollege.edu/,32191,0,00363800,0.0208,0,0,0.3438,1.74000000953674,33.2900009155273,22.1399993896484,53.0400009155273,0.517,0.7838,3,55,NULL,3,TX,731,0.5882,0.4118,0,0.0014,0.0096,0.8878,0.0889,0,0.0014,0,0.0109,32.37456,-95.312454,2024-06-13
0.6293,20.600282486,7450,Seguin,2,43811,90678069,0.4844632768,0.3554216867,25000,0,1,1,Texas Lutheran University,www.tlu.edu/,54428,0,00364100,0.1205,0.013,0.0163,0.215,2.26999998092651,7.88000011444091,28.7800006866455,76.3199996948242,0.3739,0.5789,3,22,NULL,3,TX,1400,0.45,0.55,0.0343,0.0021,0.0107,0.0821,0.3979,0,0.0036,0.0186,0.4507,29.573261,-97.982669,2024-06-13
0.6469,26.348919055,8181,Odessa,1,20947,52885445,0.607340372,0.4621125144,17750,0,1,1,The University of Texas Permian Basin,https://www.utpb.edu/,54965,0,00993000,0,0.0826,0.0087,0.2554,0.9200000166893,5.30999994277954,37.2299995422363,76.0999984741211,0.3654,0.4735,3,NULL,1034,3,TX,3443,0.4214,0.5786,0.0215,0.0052,0.0209,0.0758,0.3389,0.0023,0.0305,0.043,0.4618,31.889509,-102.329634,2024-06-13
0.905,21.65456566,9858,San Antonio,1,19461,181428767,0.5416743841,0.388502455,20500,0,1,1,The University of Texas at San Antonio,www.utsa.edu/,54117,0,01011500,0.0471,0.0723,0.0128,0.1829,2.49000000953674,6.67999982833862,42.0800018310546,74.0699996948242,0.4417,0.7763,3,NULL,1119,3,TX,29151,0.4772,0.5228,0.0375,0.0012,0.0563,0.0829,0.5951,0.0016,0.0137,0.0049,0.2069,29.583709,-98.620657,2024-06-13
0.6305,22.411233054,8111,Houston,1,23898,67878998,0.5913492576,0.3879505924,29000,1,0,1,Texas Southern University,www.tsu.edu/,36251,0,00364200,0,0.0722,0.0054,0.1929,4.80000019073486,38.8699989318847,24.329999923706,42.2000007629394,0.6757,0.6603,3,NULL,919,3,TX,5726,0.3578,0.6422,0.0334,0.0007,0.0119,0.8379,0.0831,0.0007,0.0229,0.0009,0.0086,29.721046,-95.361113,2024-06-13
0.6786,21.463346737,10772,Lubbock,1,24618,744155860,0.4967522425,0.3237946777,21500,0,1,1,Texas Tech University,www.ttu.edu/,60456,0,00364400,0.0495,0.1103,0.0144,0.1669,2.49000000953674,6.09999990463257,21.4099998474121,79.7099990844726,0.2464,0.8187,3,NULL,1209,3,TX,32414,0.5114,0.4886,0.0394,0.0031,0.0307,0.0603,0.2902,0.0006,0.0187,0.0072,0.5499,33.583448,-101.874783,2024-06-13
0.5753,24.261398176,8032,Fort Worth,2,47527,57816546,0.6058763931,0.4829612221,23125,0,1,1,Texas Wesleyan University,www.txwes.edu/,50920,0,00364500,0.0963,0,0,0.2578,2.67000007629394,14.3500003814697,20.5,70.5899963378906,0.5114,0.3355,3,71,1012,3,TX,1454,0.4519,0.5481,0.0392,0.0055,0.0138,0.2008,0.3817,0.0034,0.0928,0.0124,0.2503,32.732962,-97.279613,2024-06-13
0.957,24.734297431,8754,Denton,1,19976,85540579,0.9028707101,0.4157868276,19218,0,1,1,Texas Woman's University,www.twu.edu/,52581,0,00364600,0.0443,0,0.0084,0.1297,3.85999989509582,13.3100004196167,19.2000007629394,71.4599990844726,0.3736,0.9867,3,NULL,1060,3,TX,9035,0.0882,0.9118,0.0348,0.003,0.095,0.1825,0.3422,0.0007,0.0256,0.004,0.3123,33.226211,-97.127842,2024-06-13
0.3372,19.515202703,11103,San Antonio,2,62596,1278972293,0.5405405405,0.1736842105,22954,0,0,1,Trinity University,https://new.trinity.edu/,67418,0,00364700,0.0053,0.049,0.0298,0.2224,3.75,6.61999988555908,20.6800003051757,79.3399963378906,0.1613,0.7793,3,66,1392,3,TX,2509,0.4747,0.5253,0.0494,0.0028,0.0781,0.0407,0.2184,0.0008,0.0434,0.0068,0.5596,29.462682,-98.48186,2024-06-13
NULL,26.980544747,11058,Houston,1,NULL,619455276,0.8463035019,0.4071588367,13063,0,0,1,The University of Texas Health Science Center at Houston,www.uth.edu/,76094,0,00495100,0,0,0,0,6.69999980926513,13.6700000762939,22.0599994659423,67.9599990844726,0.4658,0.6877,3,NULL,NULL,3,TX,685,0.1285,0.8715,0.0204,0,0.2365,0.1533,0.2292,0.0029,0.0788,0.0292,0.2496,29.702873,-95.403183,2024-06-13
NULL,29.236164736,9031,Lubbock,1,NULL,218927121,0.87001287,0.4322766571,12268,0,1,1,Texas Tech University Health Sciences Center,https://www.ttuhsc.edu/,83885,0,01067400,0,0,0,0,2.53999996185302,7.40000009536743,22.8999996185302,77.5,0.2362,0.9481,3,NULL,NULL,3,TX,1468,0.1274,0.8726,0,0.0143,0.0606,0.0811,0.2922,0,0.0041,0.0075,0.5402,33.589284,-101.891915,2024-06-13
NULL,23.133344057,5788,Tyler,1,15784,84841790,0.5809876146,0.4549507709,11995,0,0,1,Tyler Junior College,www.tjc.edu/,37832,0,00364800,0.0284,0.0047,0.0004,0.0636,0.87999999523162,17.2900009155273,11.5200004577636,74.0999984741211,0.3557,0.5008,2,NULL,NULL,2,TX,9288,0.3537,0.6463,0.0423,0.0038,0.0138,0.1878,0.2481,0.0012,0.0083,0.0095,0.4854,32.33601,-95.284122,2024-06-13
NULL,24.706700379,5745,Vernon,1,12931,6713404,0.6264222503,0.4644412192,11000,0,1,2,Vernon College,www.vernoncollege.edu/,37631,0,01006000,0.0171,0,0,0.0086,1.33000004291534,8.27999973297119,13.8000001907348,80.5199966430664,0.3649,0.5629,1,NULL,NULL,1,TX,2339,0.3301,0.6699,0.05,0.0077,0.0197,0.0671,0.2638,0.0004,0.0051,0.0056,0.5806,34.159298,-99.319094,2024-06-13
NULL,24.94248366,6624,Victoria,1,11079,22801693,0.6947712418,0.5084067254,10500,0,1,2,Victoria College,www.victoriacollege.edu/,38911,0,00366200,0,0,0,0.0573,1.04999995231628,7.17999982833862,37.1899986267089,74.2699966430664,0.3348,0.3511,2,NULL,NULL,2,TX,2514,0.3119,0.6881,0.0183,0.0028,0.0171,0.0625,0.5537,0.0012,0.0004,0.0032,0.3409,28.816446,-96.979226,2024-06-13
0.8076,29.831532417,5435,Plainview,2,34873,88726767,0.5776031434,0.4545973729,23106,0,1,1,Wayland Baptist University,www.wbu.edu/,48992,0,00366300,0.067,0,0.0043,0.3438,2.4300000667572,6.90000009536743,29.7199993133544,72.9800033569336,0.3665,1,3,75,NULL,3,TX,2393,0.4714,0.5286,0.0401,0.0063,0.0213,0.168,0.3581,0.0405,0.0213,0.0313,0.313,34.187677,-101.730042,2024-06-13
NULL,24.749419954,6372,Weatherford,1,15195,9951848,0.7039443155,0.4874264312,9948,0,0,1,Weatherford College,https://www.wc.edu/,39958,0,00366400,0.0077,0,0,0.0331,0.79000002145767,4.25,10.9099998474121,87.7600021362304,0.2181,1,2,NULL,NULL,2,TX,3873,0.3129,0.6871,0.0354,0.0057,0.0093,0.0284,0.2404,0.0008,0,0.0199,0.6602,32.74133,-97.792629,2024-06-13
0.9704,22.954686181,8121,Canyon,1,20586,92338237,0.6003377428,0.39375,19500,0,1,1,West Texas A & M University,https://www.wtamu.edu/,49266,0,00366500,0,0.0411,0.0048,0.1631,1.36000001430511,4.63000011444091,22.9400005340576,80.1100006103515,0.4169,0.8364,3,NULL,1085,3,TX,7015,0.4091,0.5909,0.0265,0.0054,0.0167,0.0426,0.3346,0.0013,0.0111,0.0325,0.5293,34.982789,-101.914736,2024-06-13
NULL,22.44111349,5547,Snyder,1,12525,NULL,0.52248394,0.4800995025,7515,0,1,2,Western Texas College,www.wtc.edu/,42064,0,00954900,0.0239,0.0171,0,0.0478,0.51999998092651,5.42999982833862,27.6700000762939,80.1999969482422,0.0881,1,2,NULL,NULL,2,TX,527,0.5408,0.4592,0.0266,0.0019,0,0.0664,0.4725,0,0.0968,0,0.3359,32.678458,-100.914945,2024-06-13
NULL,22.165180467,6125,Wharton,1,9865,11146186,0.5779193206,0.426873385,7703,0,1,2,Wharton County Junior College,https://www.wcjc.edu/,42933,0,00366800,0.0014,0.0068,0,0.1096,5.75,14.7100000381469,29.1000003814697,64.0500030517578,0.2514,0.6107,2,NULL,NULL,2,TX,4918,0.4211,0.5789,0.0155,0.001,0.1409,0.1246,0.4553,0.0014,0.0002,0.0008,0.2603,29.3238,-96.085815,2024-06-13
NULL,25.110985277,4557,Marshall,2,16955,7377841,0.6262740657,0.4155672823,24989,1,0,1,Wiley College,wileyc.edu/,33749,0,00366900,0,0,0.0076,0.4351,1.46000003814697,42.0699996948242,10.9700002670288,49.2099990844726,0.6667,0.6275,3,71,NULL,3,TX,665,0.4677,0.5323,0,0.003,0.0015,0.9113,0.0195,0.0015,0.009,0,0.0541,32.537641,-94.376814,2024-06-13
NULL,27.553398058,NULL,Logan,1,NULL,NULL,0.4902912621,0.3560209424,PrivacySuppressed,0,0,3,Bridgerland Technical College,www.btech.edu/,35405,0,02115400,0,0,0,0.0531,1.73000001907348,0.31999999284744,6.46999979019165,92.25,0.1036,NULL,1,NULL,NULL,1,UT,1562,0.5749,0.4251,0.0166,0.0096,0.009,0.007,0.1108,0.0058,0.0013,0.0288,0.8111,41.756188,-111.850619,2024-06-13
0.5918,21.399299152,12004,Provo,2,19220,2257760000,0.4795278495,0.1379568885,11069,0,0,1,Brigham Young University,www.byu.edu/,74630,0,00367000,0.0591,0.0838,0.038,0.1312,2.58999991416931,2.04999995231628,9.43000030517578,87.2200012207031,0.3232,0.7137,3,94,1342,3,UT,31642,0.4867,0.5133,0.0434,0.0022,0.018,0.0038,0.0744,0.0071,0.0301,0.0103,0.8108,40.250851,-111.649281,2024-06-13
0.8769,21.823788546,10015,Laie,2,20221,150799000,0.6020558003,0.191904048,9413,0,0,1,Brigham Young University-Hawaii,www.byuh.edu/,50616,0,00160600,0.1238,0,0.0098,0.2911,9.72999954223632,1.80999994277954,8.5600004196167,58.4599990844726,0.1639,1,3,94,1185,3,HI,2861,0.3733,0.6267,0.0811,0.0028,0.0238,0.0024,0.0689,0.0423,0.3883,0.0042,0.3862,21.642074,-157.926586,2024-06-13
NULL,29.273489933,NULL,Kaysville,1,NULL,NULL,0.5302013423,0.3582089552,PrivacySuppressed,0,0,3,Davis Technical College,https://www.davistech.edu/,37907,0,02156600,0,0,0,0.0229,1.70000004768371,1.51999998092651,8.13000011444091,89.8000030517578,0.0973,NULL,1,NULL,NULL,1,UT,2425,0.5963,0.4037,0.0252,0.0099,0.0148,0.0148,0.1538,0.0066,0,0.0111,0.7637,41.028956,-111.925227,2024-06-13
NULL,22.224812433,7304,Saint George,1,18413,16289723,0.5605573419,0.3900029061,15000,0,0,1,Utah Tech University,utahtech.edu/,43180,0,00367100,0.0251,0.0076,0.003,0.0915,1.10000002384185,0.89999997615814,6.57999992370605,90.370002746582,0.262,0.4193,3,NULL,NULL,2,UT,8796,0.4081,0.5919,0.0434,0.0091,0.0119,0.0223,0.1274,0.0119,0.0171,0.0055,0.7514,37.102769,-113.565903,2024-06-13
NULL,24.166506256,7691,Salt Lake City,2,11607,18018000,0.4254090472,0.2960325534,PrivacySuppressed,0,0,1,Ensign College,www.ensign.edu/,48456,0,00367200,0,0,0,0.3846,2.34999990463256,2.40000009536743,10.9899997711181,86.2799987792968,0.1925,0.0675,2,94,NULL,2,UT,2663,0.4867,0.5133,0.0248,0.0079,0.0428,0.0541,0.077,0.0169,0.2276,0.1138,0.4352,40.77113,-111.9002,2024-06-13
NULL,29.379360465,NULL,Ogden,1,NULL,NULL,0.4622093023,0.4698795181,PrivacySuppressed,0,0,3,Ogden-Weber Technical College,www.otech.edu/,35962,0,02346500,0,0,0,0.182,1.25,1.46000003814697,13.3500003814697,87.0100021362304,0.1181,NULL,1,NULL,NULL,1,UT,2094,0.563,0.437,0.0272,0.0062,0.0124,0.0177,0.2464,0.0033,0,0.0014,0.6853,41.264286,-111.964808,2024-06-13
NULL,21.403439153,6118,Ephraim,1,11691,10667529,0.532627866,0.3255159475,7000,0,0,1,Snow College,https://www.snow.edu/,40225,0,00367900,0.0418,0.0432,0.0022,0.0778,1.22000002861022,0.79000002145767,6.76999998092651,91.0699996948242,0.2307,1,2,NULL,NULL,2,UT,3672,0.4747,0.5253,0.024,0.0071,0.0041,0.0447,0.0817,0.0248,0.0438,0.0221,0.7478,39.360177,-111.58296,2024-06-13
0.8873,22.344486692,7545,Cedar City,1,19958,30666928,0.5524714829,0.3208985158,12500,0,0,1,Southern Utah University,https://www.suu.edu/,49051,0,00367800,0.054,0.0144,0.0058,0.0809,1.13999998569488,0.81999999284744,6.25,90.8099975585937,0.2682,0.7293,3,NULL,1149,3,UT,9297,0.4269,0.5731,0.0168,0.0102,0.0123,0.0147,0.0649,0.0094,0.0431,0.1294,0.6993,37.674617,-113.070146,2024-06-13
NULL,32.88,NULL,Roosevelt,1,NULL,NULL,0.68,PrivacySuppressed,PrivacySuppressed,0,0,3,Uintah Basin Technical College,www.ubtech.edu/,24609,0,01116500,0,0,0,0.0377,0.2199999988079,0.10999999940395,3.60999989509582,83.1600036621093,0.0225,NULL,1,NULL,NULL,1,UT,245,0.5959,0.4041,0.0041,0.0776,0.0163,0.0122,0.0612,0,0,0,0.8286,40.299059,-109.97534,2024-06-13
0.9263,23.224894619,9658,Logan,1,20239,436491736,0.5495908753,0.2835781742,14340,0,0,1,Utah State University,https://www.usu.edu/,52764,1,00367700,0.0699,0.0521,0.0084,0.0871,1.66999995708465,0.85000002384185,6.96000003814697,90.5599975585937,0.2881,0.9695,3,NULL,1217,3,UT,20516,0.454,0.546,0.0238,0.0148,0.0086,0.0084,0.0604,0.0033,0.0071,0.0404,0.8333,41.740748,-111.81391,2024-06-13
NULL,23.575480147,8644,Orem,1,14455,60659858,0.47188775,0.2721558768,14750,0,0,1,Utah Valley University,www.uvu.edu/,54882,0,00402700,0.0292,0.0117,0.0054,0.1592,1.55999994277954,1.26999998092651,7.98999977111816,89.9700012207031,0.2676,0.4632,2,NULL,NULL,3,UT,27489,0.528,0.472,0.0388,0.0049,0.0136,0.0114,0.1247,0.0071,0.013,0.0064,0.7801,40.281078,-111.716456,2024-06-13
NULL,25.140051791,6975,Salt Lake City,1,11623,8530921,0.5372248597,0.3962683801,8003,0,0,2,Salt Lake Community College,www.slcc.edu/,45801,0,00522000,0.0123,0.0087,0.0013,0.069,2.29999995231628,1.13999998569488,11.4300003051757,86.6900024414062,0.187,0.236,2,NULL,NULL,2,UT,18373,0.4572,0.5428,0.0409,0.0075,0.0388,0.0292,0.2296,0.012,0.013,0.0097,0.6194,40.671575,-111.942809,2024-06-13
0.9497,23.500582072,11146,Salt Lake City,1,20616,1071908000,0.5055296857,0.2944091683,19000,0,0,1,University of Utah,www.utah.edu/,64456,0,00367500,0.0118,0.0859,0.0223,0.1205,2.32999992370605,1.24000000953674,9.11999988555908,88.4000015258789,0.223,0.9796,3,NULL,1257,3,UT,24850,0.5185,0.4815,0.059,0.0041,0.0639,0.0138,0.143,0.0044,0.0603,0.0079,0.6434,40.762484,-111.846044,2024-06-13
NULL,24.794449983,8590,Ogden,1,15319,162309009,0.5842472582,0.3735113677,15113,0,0,1,Weber State University,https://www.weber.edu/,54989,0,00368000,0.0284,0.0099,0.0105,0.104,1.63999998569488,1.57000005245208,9.05000019073486,88.9300003051757,0.1899,0.9463,2,NULL,NULL,3,UT,15944,0.4292,0.5708,0.0385,0.0054,0.0178,0.0172,0.1301,0.0061,0.0149,0.033,0.737,41.192591,-111.944845,2024-06-13
0.7573,22.315203956,8011,Salt Lake City,2,53106,80547250,0.609394314,0.2687747036,22250,0,0,1,Westminster College,www.westminstercollege.edu/,60657,0,00368100,0.0379,0,0.0071,0.1588,2.32999992370605,1.26999998092651,9.31999969482422,88.3899993896484,0.2405,1,3,NULL,1265,3,UT,1153,0.3608,0.6392,0.0442,0.0009,0.0234,0.0234,0.1284,0.0043,0.0442,0.026,0.7051,40.730779,-111.855757,2024-06-13
